delta t (sec),Ground Acceleration (in G)
11.18,-.1017132E-02
11.19,-.1584053E-02
11.2,-.1081550E-02
11.21,.7574564E-03
11.22,.3425022E-02
11.23,.5924820E-02
11.24,.6698901E-02
11.25,.4165573E-02
11.26,.1248238E-03
11.27,-.2053311E-02
11.28,-.1069013E-02
11.29,.1673743E-02
11.3,.4159974E-02
11.31,.5366879E-02
11.32,.5298454E-02
11.33,.4599617E-02
11.34,.3829678E-02
11.35,.3279376E-02
11.36,.3018533E-02
11.37,.2915609E-02
11.38,.2927907E-02
11.39,.3293637E-02
11.4,.4065346E-02
11.41,.5056627E-02
11.42,.5780716E-02
11.43,.5457659E-02
11.44,.3995720E-02
11.45,.2007609E-02
11.46,.4954407E-03
11.47,.2446249E-03
11.48,.1326357E-02
11.49,.2868711E-02
11.5,.3945886E-02
11.51,.3873523E-02
11.52,.2819219E-02
11.53,.1595496E-02
11.54,.8135277E-03
11.55,.6624726E-03
11.56,.9314615E-03
11.57,.1218831E-02
11.58,.1232370E-02
11.59,.9333217E-03
11.6,.4968830E-03
11.61,.1032727E-03
11.62,-.1143962E-03
11.63,.1208889E-03
11.64,.8173361E-03
11.65,.1640289E-02
11.66,.2012093E-02
11.67,.1455841E-02
11.68,.1941154E-03
11.69,-.1288594E-02
11.7,-.2609948E-02
11.71,-.3598289E-02
11.72,-.3711514E-02
11.73,-.2713206E-02
11.74,-.1184125E-02
11.75,.8996098E-04
11.76,.4951713E-04
11.77,-.1626016E-02
11.78,-.4053930E-02
11.79,-.6037272E-02
11.8,-.6356025E-02
11.81,-.5072656E-02
11.82,-.3477045E-02
11.83,-.2575984E-02
11.84,-.2438853E-02
11.85,-.2528558E-02
11.86,-.2218781E-02
11.87,-.1222471E-02
11.88,.3752293E-04
11.89,.8134573E-03
11.9,.8507292E-03
11.91,.2412546E-03
11.92,-.6317393E-03
11.93,-.1219456E-02
11.94,-.1085624E-02
11.95,-.4975064E-03
11.96,-.3459530E-03
11.97,-.1066528E-02
11.98,-.2260099E-02
11.99,-.3330339E-02
12,-.3990610E-02
12.01,-.3969878E-02
12.02,-.3192539E-02
12.03,-.2078082E-02
12.04,-.1097419E-02
12.05,-.4190485E-03
12.06,.7868920E-04
12.07,.4593810E-03
12.08,.3443368E-03
12.09,-.3652241E-03
12.1,-.1323448E-02
12.11,-.2169028E-02
12.12,-.2702453E-02
12.13,-.2809049E-02
12.14,-.2417335E-02
12.15,-.1688920E-02
12.16,-.9152197E-03
12.17,-.1542607E-03
12.18,.6288701E-03
12.19,.1212149E-02
12.2,.1379069E-02
12.21,.1111371E-02
12.22,.6231610E-03
12.23,.1727672E-03
12.24,-.1315103E-03
12.25,-.3389415E-03
12.26,-.5548622E-03
12.27,-.8481964E-03
12.28,-.1080480E-02
12.29,-.9408599E-03
12.3,-.4480763E-03
12.31,.1415536E-03
12.32,.5702372E-03
12.33,.7680907E-03
12.34,.8551010E-03
12.35,.9784130E-03
12.36,.1198222E-02
12.37,.1478847E-02
12.38,.1593068E-02
12.39,.1264372E-02
12.4,.4975298E-03
12.41,-.6078728E-03
12.42,-.1422230E-02
12.43,-.9824817E-03
12.44,.5323884E-03
12.45,.2185622E-02
12.46,.2905481E-02
12.47,.2056565E-02
12.48,.3568560E-03
12.49,-.8884947E-03
12.5,-.1121201E-02
12.51,-.5813525E-03
12.52,.1801549E-03
12.53,.8384033E-03
12.54,.1321235E-02
12.55,.1680659E-02
12.56,.1739619E-02
12.57,.1265011E-02
12.58,.5552412E-03
12.59,.6385811E-04
12.6,-.3046944E-04
12.61,.1874032E-03
12.62,.5207277E-03
12.63,.8547750E-03
12.64,.1128879E-02
12.65,.1288549E-02
12.66,.1338110E-02
12.67,.1357810E-02
12.68,.1420806E-02
12.69,.1542830E-02
12.7,.1693196E-02
12.71,.1793025E-02
12.72,.1713537E-02
12.73,.1457287E-02
12.74,.1140971E-02
12.75,.8487674E-03
12.76,.5837830E-03
12.77,.3223485E-03
12.78,.5567011E-04
12.79,-.1988172E-03
12.8,-.4182633E-03
12.81,-.4475003E-03
12.82,-.1955155E-03
12.83,.2074790E-03
12.84,.5682801E-03
12.85,.8038208E-03
12.86,.9464215E-03
12.87,.9749304E-03
12.88,.8742891E-03
12.89,.7437531E-03
12.9,.8916760E-03
12.91,.1406209E-02
12.92,.1477842E-02
12.93,.5503586E-03
12.94,-.1033146E-02
12.95,-.2562199E-02
12.96,-.3026615E-02
12.97,-.2068531E-02
12.98,-.4093967E-03
12.99,.1021977E-02
13,.1773962E-02
13.01,.1416863E-02
13.02,-.1588490E-03
13.03,-.2130007E-02
13.04,-.3285595E-02
13.05,-.3017995E-02
13.06,-.1794378E-02
13.07,-.5108702E-03
13.08,.2857378E-03
13.09,.5893475E-03
13.1,.4609363E-03
13.11,-.6281045E-04
13.12,-.7569308E-03
13.13,-.1368434E-02
13.14,-.1646442E-02
13.15,-.1306543E-02
13.16,-.5091069E-03
13.17,.3255194E-03
13.18,.8591306E-03
13.19,.9900961E-03
13.2,.4170929E-03
13.21,-.8719028E-03
13.22,-.2408350E-02
13.23,-.3588912E-02
13.24,-.3492130E-02
13.25,-.2034706E-02
13.26,-.2356037E-03
13.27,.9032645E-03
13.28,.1076691E-02
13.29,.1816401E-03
13.3,-.1302182E-02
13.31,-.2317854E-02
13.32,-.2162367E-02
13.33,-.1167606E-02
13.34,-.1155792E-03
13.35,.3590509E-03
13.36,.1046299E-03
13.37,-.4367983E-03
13.38,-.6282385E-03
13.39,-.2687287E-03
13.4,.3818772E-03
13.41,.8539823E-03
13.42,.8442180E-03
13.43,.4805715E-03
13.44,.1135220E-03
13.45,-.9391745E-05
13.46,.9349751E-04
13.47,.2586759E-03
13.48,.3492313E-03
13.49,.3211567E-03
13.5,.2041559E-03
13.51,-.8166804E-04
13.52,-.6554237E-03
13.53,-.1418179E-02
13.54,-.1998523E-02
13.55,-.1882654E-02
13.56,-.1147188E-02
13.57,-.3838139E-03
13.58,-.2231044E-04
13.59,-.2950403E-04
13.6,-.1180707E-03
13.61,-.2351958E-04
13.62,.3060532E-03
13.63,.7186420E-03
13.64,.7988308E-03
13.65,.3214578E-03
13.66,-.4609153E-03
13.67,-.1177821E-02
13.68,-.1503365E-02
13.69,-.1264703E-02
13.7,-.7192683E-03
13.71,-.4214865E-03
13.72,-.7085397E-03
13.73,-.1369343E-02
13.74,-.1884114E-02
13.75,-.1930155E-02
13.76,-.1461055E-02
13.77,-.7236586E-03
13.78,-.1148489E-03
13.79,.1491367E-03
13.8,.1722314E-03
13.81,.2577210E-03
13.82,.6920680E-03
13.83,.1462102E-02
13.84,.2373236E-02
13.85,.3230506E-02
13.86,.3882937E-02
13.87,.3801902E-02
13.88,.2560520E-02
13.89,.6247168E-03
13.9,-.9998920E-03
13.91,-.1565057E-02
13.92,-.7014617E-03
13.93,.1183766E-02
13.94,.2888634E-02
13.95,.3565375E-02
13.96,.3336520E-02
13.97,.2555554E-02
13.98,.1584962E-02
13.99,.6341317E-03
14,-.2201578E-03
14.01,-.6953733E-03
14.02,-.5195196E-03
14.03,.2181464E-03
14.04,.1377599E-02
14.05,.2657251E-02
14.06,.3644521E-02
14.07,.3917241E-02
14.08,.3313346E-02
14.09,.2228787E-02
14.1,.1348283E-02
14.11,.9472983E-03
14.12,.8538105E-03
14.13,.1008810E-02
14.14,.1600046E-02
14.15,.2484501E-02
14.16,.3173901E-02
14.17,.2985428E-02
14.18,.1887287E-02
14.19,.6575386E-03
14.2,-.1305503E-03
14.21,-.4542250E-03
14.22,-.4610505E-03
14.23,-.1877992E-03
14.24,.2588646E-03
14.25,.7203254E-03
14.26,.1098312E-02
14.27,.1403388E-02
14.28,.1697692E-02
14.29,.2011723E-02
14.3,.2096113E-02
14.31,.1560626E-02
14.32,.4109883E-03
14.33,-.1078540E-02
14.34,-.2464858E-02
14.35,-.3207134E-02
14.36,-.3105344E-02
14.37,-.2522295E-02
14.38,-.1930244E-02
14.39,-.1453608E-02
14.4,-.1043083E-02
14.41,-.7038066E-03
14.42,-.4521951E-03
14.43,-.2913067E-03
14.44,-.1878360E-03
14.45,-.8049770E-04
14.46,.6243844E-04
14.47,.1858296E-03
14.48,.1404301E-03
14.49,-.1309583E-03
14.5,-.6875614E-03
14.51,-.1453603E-02
14.52,-.2108682E-02
14.53,-.2437228E-02
14.54,-.2534836E-02
14.55,-.2530578E-02
14.56,-.2126972E-02
14.57,-.1186268E-02
14.58,.1622098E-04
14.59,.8589580E-03
14.6,.2407465E-03
14.61,-.1513599E-02
14.62,-.3124295E-02
14.63,-.3974980E-02
14.64,-.4305884E-02
14.65,-.4598986E-02
14.66,-.4592453E-02
14.67,-.3495579E-02
14.68,-.1711147E-02
14.69,-.2673280E-03
14.7,.2006349E-03
14.71,-.4454564E-03
14.72,-.1347656E-02
14.73,-.1621360E-02
14.74,-.1194080E-02
14.75,-.7308150E-03
14.76,-.8131319E-03
14.77,-.1392191E-02
14.78,-.1998947E-02
14.79,-.1955057E-02
14.8,-.9828758E-03
14.81,.3162054E-03
14.82,.1283128E-02
14.83,.1579893E-02
14.84,.1015093E-02
14.85,-.1283885E-03
14.86,-.1335704E-02
14.87,-.1843066E-02
14.88,-.1049804E-02
14.89,.4134596E-03
14.9,.1588858E-02
14.91,.2105215E-02
14.92,.2064900E-02
14.93,.1729255E-02
14.94,.1243441E-02
14.95,.7147685E-03
14.96,.1348112E-03
14.97,-.4888431E-03
14.98,-.8100128E-03
14.99,-.5318091E-03
15,.1369802E-03
15.01,.8172140E-03
15.02,.1339390E-02
15.03,.1746019E-02
15.04,.2107167E-02
15.05,.2383888E-02
15.06,.2576610E-02
15.07,.2585890E-02
15.08,.2147960E-02
15.09,.1260653E-02
15.1,.1675331E-03
15.11,-.7301730E-03
15.12,-.1170740E-02
15.13,-.1140279E-02
15.14,-.7141311E-03
15.15,-.1603394E-03
15.16,.3265965E-03
15.17,.8167843E-03
15.18,.1216443E-02
15.19,.5966283E-03
15.2,-.1080216E-02
15.21,-.2530649E-02
15.22,-.3000733E-02
15.23,-.2487317E-02
15.24,-.1521580E-02
15.25,-.7032314E-03
15.26,-.2598943E-03
15.27,-.4505344E-04
15.28,.4324469E-03
15.29,.1658242E-02
15.3,.2518287E-02
15.31,.1181802E-02
15.32,-.1202458E-02
15.33,-.2771769E-02
15.34,-.2461012E-02
15.35,-.7016052E-03
15.36,.1275819E-02
15.37,.2526610E-02
15.38,.2543824E-02
15.39,.7894542E-03
15.4,-.1856368E-02
15.41,-.3688409E-02
15.42,-.3989788E-02
15.43,-.3045390E-02
15.44,-.1805641E-02
15.45,-.1047038E-02
15.46,-.9015563E-03
15.47,-.1028444E-02
15.48,-.9985933E-03
15.49,-.5747013E-03
15.5,.1493115E-03
15.51,.1027705E-02
15.52,.2066287E-02
15.53,.2509616E-02
15.54,.1025953E-02
15.55,-.1536676E-02
15.56,-.3496134E-02
15.57,-.4282491E-02
15.58,-.4110512E-02
15.59,-.3085889E-02
15.6,-.1656766E-02
15.61,-.3526804E-03
15.62,.6617325E-03
15.63,.1520580E-02
15.64,.2050338E-02
15.65,.1810189E-02
15.66,.1010252E-02
15.67,.2647648E-03
15.68,-.7818573E-04
15.69,-.5590209E-04
15.7,.2488226E-03
15.71,.6772573E-03
15.72,.1047776E-02
15.73,.1309212E-02
15.74,.1539227E-02
15.75,.1797906E-02
15.76,.1687701E-02
15.77,.5915358E-03
15.78,-.1215067E-02
15.79,-.2916027E-02
15.8,-.4082328E-02
15.81,-.4300318E-02
15.82,-.2704186E-02
15.83,.2734001E-03
15.84,.2942315E-02
15.85,.4211516E-02
15.86,.3987912E-02
15.87,.2828387E-02
15.88,.1642072E-02
15.89,.9905387E-03
15.9,.9843076E-03
15.91,.1423564E-02
15.92,.1812720E-02
15.93,.1703405E-02
15.94,.1125384E-02
15.95,.4082251E-03
15.96,-.1671391E-03
15.97,-.5339275E-03
15.98,-.7769999E-03
15.99,-.7218603E-03
16,-.3905475E-05
16.01,.1219649E-02
16.02,.2511900E-02
16.03,.3373365E-02
16.04,.3220079E-02
16.05,.2194194E-02
16.06,.9930841E-03
16.07,.4156803E-03
16.08,.8288346E-03
16.09,.1814992E-02
16.1,.2683080E-02
16.11,.2632454E-02
16.12,.1448805E-02
16.13,-.2443937E-03
16.14,-.1405732E-02
16.15,-.1286943E-02
16.16,-.2567197E-03
16.17,.6678405E-03
16.18,.8389035E-03
16.19,.3963419E-03
16.2,-.8368429E-04
16.21,-.1841985E-03
16.22,.8877454E-04
16.23,.4793111E-03
16.24,.6901944E-03
16.25,.6242983E-03
16.26,.4455123E-03
16.27,.4287380E-03
16.28,.6584254E-03
16.29,.9164037E-03
16.3,.7783188E-03
16.31,.1680398E-03
16.32,-.6142464E-03
16.33,-.1182108E-02
16.34,-.1164520E-02
16.35,-.5495032E-03
16.36,.1568007E-03
16.37,.5231805E-03
16.38,.4416383E-03
16.39,-.2721415E-04
16.4,-.6194882E-03
16.41,-.1071140E-02
16.42,-.1310037E-02
16.43,-.1441083E-02
16.44,-.1590317E-02
16.45,-.1780552E-02
16.46,-.1983908E-02
16.47,-.2173125E-02
16.48,-.2203688E-02
16.49,-.1883271E-02
16.5,-.1278412E-02
16.51,-.5286318E-03
16.52,.2435141E-03
16.53,.7752251E-03
16.54,.1478840E-03
16.55,-.1825013E-02
16.56,-.3694439E-02
16.57,-.3963205E-02
16.58,-.2584633E-02
16.59,-.2933890E-03
16.6,.1883557E-02
16.61,.2833331E-02
16.62,.2308272E-02
16.63,.9977969E-03
16.64,-.1802951E-03
16.65,-.7082424E-03
16.66,-.6846441E-03
16.67,-.4501944E-03
16.68,-.2975432E-03
16.69,-.3540755E-03
16.7,-.5393119E-03
16.71,-.6617565E-03
16.72,-.5385950E-03
16.73,.1127655E-03
16.74,.1146745E-02
16.75,.1319637E-02
16.76,-.5980208E-04
16.77,-.2224340E-02
16.78,-.3841866E-02
16.79,-.4410433E-02
16.8,-.4023789E-02
16.81,-.2703815E-02
16.82,-.1016501E-02
16.83,.1531456E-03
16.84,.4966488E-03
16.85,.3554594E-03
16.86,.1101177E-03
16.87,.1047792E-05
16.88,.8298166E-04
16.89,.2593323E-03
16.9,.3760378E-03
16.91,.3392756E-03
16.92,.1814019E-03
16.93,-.4719306E-04
16.94,-.4806197E-03
16.95,-.1169150E-02
16.96,-.1860850E-02
16.97,-.1850313E-02
16.98,-.9146117E-03
16.99,.4422870E-03
17,.1519228E-02
17.01,.1993650E-02
17.02,.2053222E-02
17.03,.1933268E-02
17.04,.1808456E-02
17.05,.1784831E-02
17.06,.1857683E-02
17.07,.1942645E-02
17.08,.1948663E-02
17.09,.1859803E-02
17.1,.1654372E-02
17.11,.1050764E-02
17.12,-.3009453E-04
17.13,-.1319615E-02
17.14,-.2421652E-02
17.15,-.2378629E-02
17.16,-.8861655E-03
17.17,.9977276E-03
17.18,.1869675E-02
17.19,.1422546E-02
17.2,.1152348E-03
17.21,-.1160426E-02
17.22,-.1710535E-02
17.23,-.1354818E-02
17.24,-.3711465E-03
17.25,.6814529E-03
17.26,.1444183E-02
17.27,.1939273E-02
17.28,.2370767E-02
17.29,.2704412E-02
17.3,.2271928E-02
17.31,.9285743E-03
17.32,-.4012995E-03
17.33,-.8228627E-03
17.34,-.4134933E-03
17.35,.2300515E-03
17.36,.6372979E-03
17.37,.7040562E-03
17.38,.5967600E-03
17.39,.4945043E-03
17.4,.4472645E-03
17.41,.3048510E-03
17.42,-.8777481E-04
17.43,-.6443955E-03
17.44,-.1095649E-02
17.45,-.1307963E-02
17.46,-.1373221E-02
17.47,-.1424157E-02
17.48,-.1350569E-02
17.49,-.1050644E-02
17.5,-.5336558E-03
17.51,.2747268E-03
17.52,.1312117E-02
17.53,.2291180E-02
17.54,.2558661E-02
17.55,.1961232E-02
17.56,.1147895E-02
17.57,.7731310E-03
17.58,.1045729E-02
17.59,.1719215E-02
17.6,.2377468E-02
17.61,.2736525E-02
17.62,.2769629E-02
17.63,.2575211E-02
17.64,.2097802E-02
17.65,.1345489E-02
17.66,.3787174E-03
17.67,-.6639473E-03
17.68,-.1593325E-02
17.69,-.1995395E-02
17.7,-.1578122E-02
17.71,-.6058349E-03
17.72,.3718238E-03
17.73,.1027920E-02
17.74,.1371117E-02
17.75,.1288401E-02
17.76,.7530000E-03
17.77,.1300541E-03
17.78,-.1985270E-03
17.79,-.1955539E-03
17.8,-.1835562E-05
17.81,.2114334E-03
17.82,.3284105E-03
17.83,.3425535E-03
17.84,.3239191E-03
17.85,.3453375E-03
17.86,.4281686E-03
17.87,.6185035E-03
17.88,.1070075E-02
17.89,.1535306E-02
17.9,.1209627E-02
17.91,-.7145501E-04
17.92,-.1733851E-02
17.93,-.2948260E-02
17.94,-.3150444E-02
17.95,-.2416207E-02
17.96,-.1353692E-02
17.97,-.2775894E-03
17.98,.8305599E-03
17.99,.1959105E-02
18,.2766118E-02
18.01,.2540650E-02
18.02,.1245203E-02
18.03,-.3255814E-03
18.04,-.1445476E-02
18.05,-.2004753E-02
18.06,-.2187220E-02
18.07,-.2104778E-02
18.08,-.1850579E-02
18.09,-.1584122E-02
18.1,-.1390961E-02
18.11,-.1221827E-02
18.12,-.1006212E-02
18.13,-.7211812E-03
18.14,-.3934371E-03
18.15,-.9687021E-04
18.16,.1279937E-03
18.17,.3067428E-03
18.18,.4847652E-03
18.19,.6853777E-03
18.2,.8855548E-03
18.21,.1047526E-02
18.22,.1170956E-02
18.23,.1280803E-02
18.24,.1398650E-02
18.25,.1527991E-02
18.26,.1661006E-02
18.27,.1790192E-02
18.28,.1905099E-02
18.29,.1932967E-02
18.3,.1830582E-02
18.31,.1559876E-02
18.32,.9910533E-03
18.33,.1809621E-03
18.34,-.6979503E-03
18.35,-.1518698E-02
18.36,-.2235689E-02
18.37,-.2577125E-02
18.38,-.2252767E-02
18.39,-.1488632E-02
18.4,-.6400559E-03
18.41,.2179786E-03
18.42,.1082146E-02
18.43,.1512722E-02
18.44,.8788462E-03
18.45,-.5020358E-03
18.46,-.1587515E-02
18.47,-.1781002E-02
18.48,-.1211852E-02
18.49,-.4042119E-03
18.5,.1644449E-03
18.51,.3327455E-03
18.52,.2615194E-03
18.53,.2083111E-03
18.54,.2360390E-03
18.55,-.6600675E-04
18.56,-.9074054E-03
18.57,-.1790631E-02
18.58,-.2010025E-02
18.59,-.1555393E-02
18.6,-.8922278E-03
18.61,-.4555172E-03
18.62,-.6621409E-03
18.63,-.1630929E-02
18.64,-.2782723E-02
18.65,-.3179890E-02
18.66,-.2625142E-02
18.67,-.1649936E-02
18.68,-.8362029E-03
18.69,-.3993068E-03
18.7,-.2674381E-03
18.71,-.4880178E-03
18.72,-.8844347E-03
18.73,-.1154619E-02
18.74,-.1201191E-02
18.75,-.1095015E-02
18.76,-.9381750E-03
18.77,-.8205550E-03
18.78,-.7702389E-03
18.79,-.7356261E-03
18.8,-.6604552E-03
18.81,-.5365708E-03
18.82,-.3468325E-03
18.83,.8673579E-04
18.84,.7714023E-03
18.85,.1137631E-02
18.86,.7822569E-03
18.87,.1407289E-03
18.88,-.1832021E-03
18.89,.2714463E-04
18.9,.5593180E-03
18.91,.1074574E-02
18.92,.1222254E-02
18.93,.7135292E-03
18.94,-.1221646E-05
18.95,-.3709671E-03
18.96,-.3116773E-03
18.97,-.5987442E-04
18.98,.1431841E-03
18.99,.1976351E-03
19,.1444596E-03
19.01,.7943074E-04
19.02,.6657208E-04
19.03,.1019516E-03
19.04,.1435229E-03
19.05,.1709204E-03
19.06,.3482978E-03
19.07,.9223540E-03
19.08,.1811687E-02
19.09,.2627421E-02
19.1,.2565595E-02
19.11,.1425278E-02
19.12,-.1876489E-03
19.13,-.1609806E-02
19.14,-.2439125E-02
19.15,-.2016835E-02
19.16,-.3694016E-03
19.17,.1666512E-02
19.18,.3344690E-02
19.19,.4147344E-02
19.2,.3573973E-02
19.21,.2055578E-02
19.22,.5693522E-03
19.23,-.1792274E-03
19.24,-.2446105E-03
19.25,.7616233E-04
19.26,.6652901E-03
19.27,.1317457E-02
19.28,.1833869E-02
19.29,.2141473E-02
19.3,.2100765E-02
19.31,.1582697E-02
19.32,.8001653E-03
19.33,-.3888077E-04
19.34,-.1017055E-02
19.35,-.2166635E-02
19.36,-.3317070E-02
19.37,-.3599502E-02
19.38,-.2507153E-02
19.39,-.7146174E-03
19.4,.7312161E-03
19.41,.1439188E-02
19.42,.1683667E-02
19.43,.1754029E-02
19.44,.1381606E-02
19.45,.4336112E-03
19.46,-.6979334E-03
19.47,-.1607167E-02
19.48,-.2069879E-02
19.49,-.1940586E-02
19.5,-.1140435E-02
19.51,.3729964E-03
19.52,.2615608E-02
19.53,.5106373E-02
19.54,.6210149E-02
19.55,.4485428E-02
19.56,.8169910E-03
19.57,-.2948151E-02
19.58,-.5151557E-02
19.59,-.4344153E-02
19.6,-.1176675E-02
19.61,.2275623E-02
19.62,.3665981E-02
19.63,.2134144E-02
19.64,-.9277074E-03
19.65,-.3224579E-02
19.66,-.3098531E-02
19.67,-.1066235E-02
19.68,.9347549E-03
19.69,.1138071E-02
19.7,-.3931782E-03
19.71,-.2454320E-02
19.72,-.3729126E-02
19.73,-.2981986E-02
19.74,-.4038493E-03
19.75,.2642555E-02
19.76,.4250941E-02
19.77,.3065191E-02
19.78,.1358273E-03
19.79,-.2190038E-02
19.8,-.2744353E-02
19.81,-.2032663E-02
19.82,-.8646874E-03
19.83,.2435414E-03
19.84,.1012770E-02
19.85,.1459267E-02
19.86,.1638064E-02
19.87,.1624361E-02
19.88,.1376936E-02
19.89,.9218491E-03
19.9,.4147465E-03
19.91,-.5741250E-06
19.92,-.2936145E-03
19.93,-.5453665E-03
19.94,-.8533878E-03
19.95,-.1247139E-02
19.96,-.1684973E-02
19.97,-.2073495E-02
19.98,-.2359529E-02
19.99,-.2502388E-02
20,-.2422072E-02
20.01,-.2032476E-02
20.02,-.1327372E-02
20.03,-.1087765E-03
20.04,.1302741E-02
20.05,.1621014E-02
20.06,.6031795E-03
20.07,-.6806695E-03
20.08,-.1219311E-02
20.09,-.7092435E-03
20.1,.3503474E-03
20.11,.1297168E-02
20.12,.1606689E-02
20.13,.9892589E-03
20.14,-.1287536E-04
20.15,-.6761082E-03
20.16,-.6895924E-03
20.17,-.2292194E-03
20.18,.2927956E-03
20.19,.5416617E-03
20.2,.3518513E-03
20.21,-.1550577E-03
20.22,-.7962561E-03
20.23,-.1377962E-02
20.24,-.1666710E-02
20.25,-.1385906E-02
20.26,-.6046251E-03
20.27,.2164101E-03
20.28,.7208723E-03
20.29,.9192043E-03
20.3,.9649443E-03
20.31,.9495130E-03
20.32,.9536539E-03
20.33,.1016870E-02
20.34,.1116907E-02
20.35,.1186293E-02
20.36,.1187609E-02
20.37,.1138906E-02
20.38,.1002449E-02
20.39,.6668726E-03
20.4,.1871162E-03
20.41,-.2856315E-03
20.42,-.4312827E-03
20.43,.2518003E-05
20.44,.7979972E-03
20.45,.1454711E-02
20.46,.1685762E-02
20.47,.1379393E-02
20.48,.2971956E-03
20.49,-.1177765E-02
20.5,-.2263512E-02
20.51,-.2453296E-02
20.52,-.1546223E-02
20.53,-.6876058E-04
20.54,.1237837E-02
20.55,.1634494E-02
20.56,.9864466E-03
20.57,-.8330954E-04
20.58,-.9055000E-03
20.59,-.1135073E-02
20.6,-.7269520E-03
20.61,-.4057028E-04
20.62,.4678829E-03
20.63,.5327440E-03
20.64,.2662078E-03
20.65,-.4173550E-04
20.66,-.1938512E-03
20.67,-.2349329E-03
20.68,-.3739087E-03
20.69,-.6869763E-03
20.7,-.1027658E-02
20.71,-.1124984E-02
20.72,-.9413768E-03
20.73,-.6355687E-03
20.74,-.5061967E-03
20.75,-.8641757E-03
20.76,-.1607929E-02
20.77,-.2409706E-02
20.78,-.3015789E-02
20.79,-.3118948E-02
20.8,-.2593045E-02
20.81,-.1729803E-02
20.82,-.8947533E-03
20.83,-.2802107E-03
20.84,-.4382691E-04
20.85,-.2617650E-03
20.86,-.6906720E-03
20.87,-.9106438E-03
20.88,-.6677287E-03
20.89,-.1108150E-03
20.9,.4556860E-03
20.91,.8487986E-03
20.92,.1031544E-02
20.93,.7306962E-03
20.94,-.1309261E-03
20.95,-.1264886E-02
20.96,-.2341804E-02
20.97,-.2839883E-02
20.98,-.2266518E-02
20.99,-.9658713E-03
21,.3602899E-03
21.01,.1123790E-02
21.02,.1032841E-02
21.03,.4512572E-03
21.04,-.9590460E-05
21.05,-.4520810E-04
21.06,.2519450E-03
21.07,.6556462E-03
21.08,.9762479E-03
21.09,.1084650E-02
21.1,.9374327E-03
21.11,.6612777E-03
21.12,.4323164E-03
21.13,.3423803E-03
21.14,.3553581E-03
21.15,.4144097E-03
21.16,.5072135E-03
21.17,.6112076E-03
21.18,.7001851E-03
21.19,.7621067E-03
21.2,.8072778E-03
21.21,.8232987E-03
21.22,.7750519E-03
21.23,.6779598E-03
21.24,.5704854E-03
21.25,.4367352E-03
21.26,.2408154E-03
21.27,.1333458E-04
21.28,-.2902276E-04
21.29,.2846165E-03
21.3,.8238970E-03
21.31,.1187601E-02
21.32,.1004411E-02
21.33,.3891232E-03
21.34,-.2880583E-03
21.35,-.6115261E-03
21.36,-.3329148E-03
21.37,.3263398E-03
21.38,.9306811E-03
21.39,.1034940E-02
21.4,.5995313E-03
21.41,-.3577481E-04
21.42,-.5255742E-03
21.43,-.6193719E-03
21.44,-.2932799E-03
21.45,.1999475E-03
21.46,.5471378E-03
21.47,.5655875E-03
21.48,.3432024E-03
21.49,.4517219E-04
21.5,-.2082422E-03
21.51,-.3835296E-03
21.52,-.5558126E-03
21.53,-.6782999E-03
21.54,-.6325141E-03
21.55,-.4541027E-03
21.56,-.3073910E-03
21.57,-.3411046E-03
21.58,-.5562259E-03
21.59,-.8613594E-03
21.6,-.1147609E-02
21.61,-.1276038E-02
21.62,-.1098271E-02
21.63,-.7153802E-03
21.64,-.3644867E-03
21.65,-.1713622E-03
21.66,-.8772118E-04
21.67,.1819860E-04
21.68,.2193019E-03
21.69,.4914019E-03
21.7,.6594873E-03
21.71,.5163934E-03
21.72,.1227461E-03
21.73,-.2804727E-03
21.74,-.4973954E-03
21.75,-.5381852E-03
21.76,-.5301786E-03
21.77,-.5297315E-03
21.78,-.4866516E-03
21.79,-.3885134E-03
21.8,-.2713897E-03
21.81,-.1903423E-03
21.82,-.1609104E-03
21.83,-.1537153E-03
21.84,-.1352663E-03
21.85,-.1769935E-03
21.86,-.4616943E-03
21.87,-.8674174E-03
21.88,-.1128554E-02
21.89,-.1134344E-02
21.9,-.8694233E-03
21.91,-.4669827E-03
21.92,-.1568833E-03
21.93,-.5487289E-04
21.94,-.8814623E-04
21.95,-.1547775E-03
21.96,-.2260261E-03
21.97,-.2875178E-03
21.98,-.3125206E-03
21.99,-.2884740E-03
22,-.1675365E-03
22.01,.1011462E-03
22.02,.4597776E-03
22.03,.7667971E-03
22.04,.7443470E-03
22.05,.3441749E-03
22.06,-.1709118E-03
22.07,-.5304598E-03
22.08,-.6176124E-03
22.09,-.5278230E-03
22.1,-.4365372E-03
22.11,-.4317669E-03
22.12,-.4916788E-03
22.13,-.5591015E-03
22.14,-.5889933E-03
22.15,-.5195567E-03
22.16,-.3334542E-03
22.17,-.9314895E-04
22.18,.1292207E-03
22.19,.3062282E-03
22.2,.4514778E-03
22.21,.5655731E-03
22.22,.6479138E-03
22.23,.7186235E-03
22.24,.7479316E-03
22.25,.6300881E-03
22.26,.3694802E-03
22.27,.6337413E-04
22.28,-.2013116E-03
22.29,-.3590877E-03
22.3,-.4008875E-03
22.31,-.3925493E-03
22.32,-.3523975E-03
22.33,-.2448971E-03
22.34,-.8355617E-04
22.35,.8889447E-04
22.36,.2342495E-03
22.37,.3241138E-03
22.38,.3724018E-03
