delta t (sec),Ground Acceleration (in G)
47.03,-.1254121E-03
47.04,-.1294545E-03
47.05,-.1469083E-03
47.06,-.1798043E-03
47.07,-.2056936E-03
47.08,-.2126069E-03
47.09,-.2005380E-03
47.1,-.1311353E-03
47.11,.1831425E-04
47.12,.2075568E-03
47.13,.3516137E-03
47.14,.3916795E-03
47.15,.3595701E-03
47.16,.3233969E-03
47.17,.3215633E-03
47.18,.3301818E-03
47.19,.3146495E-03
47.2,.2704537E-03
47.21,.2189166E-03
47.22,.1911864E-03
47.23,.1933455E-03
47.24,.2081085E-03
47.25,.2123836E-03
47.26,.1910809E-03
47.27,.1514218E-03
47.28,.1172624E-03
47.29,.1146395E-03
47.3,.1415722E-03
47.31,.1768887E-03
47.32,.1943252E-03
47.33,.1480637E-03
47.34,.3251367E-04
47.35,-.1086719E-03
47.36,-.2121975E-03
47.37,-.2103505E-03
47.38,-.1157598E-03
47.39,.9666097E-06
47.4,.7711759E-04
47.41,.8453089E-04
47.42,.4689598E-04
47.43,.5157100E-05
47.44,-.3248858E-04
47.45,-.7335329E-04
47.46,-.1191397E-03
47.47,-.1652634E-03
47.48,-.1853299E-03
47.49,-.1593746E-03
47.5,-.1051582E-03
47.51,-.5246797E-04
47.52,-.1666696E-04
47.53,.5616623E-05
47.54,.2138565E-04
47.55,.1704717E-04
47.56,-.1281830E-04
47.57,-.5379776E-04
47.58,-.8996864E-04
47.59,-.1122686E-03
47.6,-.1147805E-03
47.61,-.1041424E-03
47.62,-.9343188E-04
47.63,-.9022899E-04
47.64,-.7865802E-04
47.65,-.2078207E-04
47.66,.8309053E-04
47.67,.1999152E-03
47.68,.2830762E-03
47.69,.3061796E-03
47.7,.2917718E-03
47.71,.2772816E-03
47.72,.2680079E-03
47.73,.2441901E-03
47.74,.2014410E-03
47.75,.1499095E-03
47.76,.1023095E-03
47.77,.7215843E-04
47.78,.6000005E-04
47.79,.5387553E-04
47.8,.4331684E-04
47.81,.3008257E-04
47.82,.2151762E-04
47.83,.1942335E-04
47.84,.2076305E-04
47.85,.2196691E-04
47.86,.2150329E-04
47.87,.1984633E-04
47.88,.1817487E-04
47.89,.1699279E-04
47.9,.1298856E-04
47.91,.2253561E-05
47.92,-.1337601E-04
47.93,-.2942439E-04
47.94,-.4386324E-04
47.95,-.6381865E-04
47.96,-.9500563E-04
47.97,-.1332663E-03
47.98,-.1657341E-03
47.99,-.1764358E-03
48,-.1640316E-03
48.01,-.1334640E-03
48.02,-.9616868E-04
48.03,-.6305311E-04
48.04,-.3620623E-04
48.05,-.3108418E-05
48.06,.4487495E-04
48.07,.1008168E-03
48.08,.1289508E-03
48.09,.9631731E-04
48.1,.2104846E-04
48.11,-.5706117E-04
48.12,-.1070633E-03
48.13,-.1063595E-03
48.14,-.6607239E-04
48.15,-.1883184E-04
48.16,.1491275E-04
48.17,.3411205E-04
48.18,.4805177E-04
48.19,.6302539E-04
48.2,.7265742E-04
48.21,.7321332E-04
48.22,.6879087E-04
48.23,.6190958E-04
48.24,.5149048E-04
48.25,.3842640E-04
48.26,.2488419E-04
48.27,.1607413E-04
48.28,.2040084E-04
48.29,.3594567E-04
48.3,.5373907E-04
48.31,.5912022E-04
48.32,.2389418E-04
48.33,-.5241841E-04
48.34,-.1365454E-03
48.35,-.1856044E-03
48.36,-.1912434E-03
48.37,-.1743778E-03
48.38,-.1308261E-03
48.39,-.5733710E-04
48.4,.2757313E-04
48.41,.1026433E-03
48.42,.1438663E-03
48.43,.1494238E-03
48.44,.1180513E-03
48.45,.6587904E-05
48.46,-.1726988E-03
48.47,-.3525413E-03
48.48,-.4845998E-03
48.49,-.5200001E-03
48.5,-.3590355E-03
48.51,.5175014E-04
48.52,.5856431E-03
48.53,.8935240E-03
48.54,.5670550E-03
48.55,-.2542622E-03
48.56,-.1015394E-02
48.57,-.1094887E-02
48.58,-.4885028E-03
48.59,.3155818E-03
48.6,.7633878E-03
48.61,.6731274E-03
48.62,.2872544E-03
48.63,-.5265409E-04
48.64,-.1553692E-03
48.65,-.5319094E-04
48.66,.9856637E-04
48.67,.1594213E-03
48.68,.9109660E-04
48.69,-.4762702E-04
48.7,-.1956932E-03
48.71,-.3247527E-03
48.72,-.3811838E-03
48.73,-.2883027E-03
48.74,-.8796645E-04
48.75,.1185722E-03
48.76,.2208280E-03
48.77,.1247074E-03
48.78,-.6231898E-04
48.79,-.1651021E-03
48.8,-.1367360E-03
48.81,-.4240234E-04
48.82,.3329296E-04
48.83,.5349542E-04
48.84,.3367498E-04
48.85,.7884861E-05
48.86,-.4280910E-05
48.87,-.3359380E-05
48.88,.2124816E-05
48.89,.4901855E-05
48.9,.2661865E-05
48.91,-.2857229E-05
48.92,-.8750780E-05
48.93,-.1286607E-04
48.94,-.1390658E-04
48.95,-.1259174E-04
48.96,-.1084319E-04
48.97,-.9993784E-05
48.98,-.1015116E-04
48.99,-.1067419E-04
49,-.1093515E-04
49.01,-.1072895E-04
49.02,-.1022387E-04
49.03,-.9691232E-05
49.04,-.8778757E-05
49.05,-.5752619E-05
49.06,-.4049759E-06
49.07,.5663235E-05
49.08,.1132411E-04
49.09,.1802240E-04
49.1,.2661900E-04
49.11,.3600944E-04
49.12,.4351338E-04
49.13,.4535670E-04
49.14,.4202962E-04
49.15,.3602309E-04
49.16,.2437097E-04
49.17,.6344983E-05
49.18,-.1368924E-04
49.19,-.3029121E-04
49.2,-.3929142E-04
49.21,-.3880786E-04
49.22,-.2226464E-04
49.23,.7644683E-05
49.24,.3488191E-04
49.25,.4282615E-04
49.26,.3349181E-04
49.27,.1842715E-04
49.28,.7195897E-05
49.29,.1702981E-05
49.3,-.2694644E-05
49.31,-.9573120E-05
49.32,-.1828477E-04
49.33,-.2080642E-04
49.34,-.1239262E-04
49.35,.2094901E-05
49.36,.1520446E-04
49.37,.2089276E-04
49.38,.1828016E-04
49.39,.1226910E-04
49.4,.7688041E-05
49.41,.5548022E-05
49.42,.4577880E-05
49.43,.3360081E-05
49.44,.1381641E-05
49.45,-.5235349E-06
49.46,-.1614586E-05
49.47,-.2042821E-05
49.48,-.2392745E-05
49.49,-.3633337E-05
49.5,-.6081926E-05
49.51,-.9006178E-05
49.52,-.1155768E-04
49.53,-.1342083E-04
49.54,-.1478781E-04
49.55,-.1637199E-04
49.56,-.1913069E-04
49.57,-.2282491E-04
49.58,-.2647317E-04
49.59,-.2908892E-04
49.6,-.3003831E-04
49.61,-.2967751E-04
49.62,-.2713110E-04
49.63,-.2128609E-04
49.64,-.1373491E-04
49.65,-.6836754E-05
49.66,-.2338277E-05
49.67,-.1199841E-05
49.68,-.2123112E-05
49.69,-.3032243E-05
49.7,-.2957154E-05
49.71,-.2358294E-05
49.72,-.2042626E-05
49.73,-.2960410E-05
49.74,-.5262955E-05
49.75,-.8044113E-05
49.76,-.1037653E-04
49.77,-.1184675E-04
49.78,-.1164105E-04
49.79,-.9464281E-05
49.8,-.6493542E-05
49.81,-.4038714E-05
49.82,-.2863871E-05
49.83,-.3158451E-05
49.84,-.4131546E-05
49.85,-.4929869E-05
49.86,-.5400370E-05
49.87,-.5735200E-05
49.88,-.6088365E-05
49.89,-.6497776E-05
49.9,-.6812962E-05
49.91,-.6485110E-05
49.92,-.5436373E-05
49.93,-.4175410E-05
49.94,-.3182662E-05
49.95,-.2866684E-05
49.96,-.3535677E-05
49.97,-.4731269E-05
49.98,-.5778752E-05
49.99,-.6361219E-05
50,-.6488714E-05
50.01,-.6248425E-05
50.02,-.5879347E-05
50.03,-.5599476E-05
50.04,-.5463898E-05
50.05,-.5433458E-05
50.06,-.5496590E-05
50.07,-.5587565E-05
50.08,-.5621191E-05
50.09,-.5564244E-05
50.1,-.5425207E-05
50.11,-.5066643E-05
50.12,-.4373015E-05
50.13,-.3530180E-05
50.14,-.2822582E-05
50.15,-.2418037E-05
50.16,-.2246103E-05
50.17,-.2229826E-05
50.18,-.2336712E-05
50.19,-.2457572E-05
50.2,-.2498863E-05
50.21,-.2435264E-05
50.22,-.2229065E-05
50.23,-.1899044E-05
50.24,-.1544882E-05
50.25,-.1243990E-05
50.26,-.1006425E-05
50.27,-.8041633E-06
50.28,-.6110223E-06
50.29,-.4100462E-06
50.3,-.2066937E-06
50.31,-.2565201E-07
50.32,.1332013E-06
50.33,.2901763E-06
50.34,.4627577E-06
50.35,.6571176E-06
50.36,.8661612E-06
50.37,.1079023E-05
50.38,.1281151E-05
50.39,.1460905E-05
50.4,.1637292E-05
50.41,.1862660E-05
50.42,.2145332E-05
50.43,.2440943E-05
50.44,.2704127E-05
50.45,.2927222E-05
50.46,.3131241E-05
50.47,.3336237E-05
50.48,.3540255E-05
50.49,.3737198E-05
50.5,.3936160E-05
50.51,.4145496E-05
50.52,.4363568E-05
50.53,.4584915E-05
50.54,.4806989E-05
50.55,.5028964E-05
50.56,.5250507E-05
50.57,.5471724E-05
50.58,.5692836E-05
50.59,.5914037E-05
50.6,.6135263E-05
50.61,.6356388E-05
50.62,.6577277E-05
50.63,.6797913E-05
50.64,.7018396E-05
50.65,.7238781E-05
50.66,.7459015E-05
50.67,.7679018E-05
50.68,.7898792E-05
50.69,.8118388E-05
50.7,.8337844E-05
50.71,.8557237E-05
50.72,.8776558E-05
50.73,.8995709E-05
50.74,.9214704E-05
50.75,.9433652E-05
50.76,.9652614E-05
50.77,.9871575E-05
50.78,.1009052E-04
50.79,.1030943E-04
50.8,.1052830E-04
50.81,.1074715E-04
50.82,.1096598E-04
50.83,.1118479E-04
50.84,.1140358E-04
50.85,.1162237E-04
50.86,.1184115E-04
50.87,.1205993E-04
50.88,.1227873E-04
50.89,.1249753E-04
50.9,.1271635E-04
50.91,.1293519E-04
50.92,.1315406E-04
50.93,.1337294E-04
