delta t (sec),Ground Acceleration (in G)
22.3,-.6433722E-03
22.31,-.5923509E-03
22.32,-.7481921E-03
22.33,-.9771729E-03
22.34,-.1011020E-02
22.35,-.7712727E-03
22.36,-.3432648E-03
22.37,.1080370E-03
22.38,.4194852E-03
22.39,.5531466E-03
22.4,.6053541E-03
22.41,.6489270E-03
22.42,.7008574E-03
22.43,.7533745E-03
22.44,.7171167E-03
22.45,.4903699E-03
22.46,-.2013788E-04
22.47,-.7078240E-03
22.48,-.1257117E-02
22.49,-.1261710E-02
22.5,-.6773269E-03
22.51,.3267226E-04
22.52,.4783628E-03
22.53,.5395615E-03
22.54,.2117161E-03
22.55,-.2942915E-03
22.56,-.7270364E-03
22.57,-.8792863E-03
22.58,-.6565128E-03
22.59,-.2720678E-03
22.6,-.4364719E-04
22.61,-.6278033E-04
22.62,-.1001837E-03
22.63,.1554968E-03
22.64,.6522894E-03
22.65,.8984511E-03
22.66,.6544659E-03
22.67,.1835446E-03
22.68,-.1856261E-03
22.69,-.3469572E-03
22.7,-.3672129E-03
22.71,-.3214897E-03
22.72,-.2786179E-03
22.73,-.2795057E-03
22.74,-.3192587E-03
22.75,-.3976478E-03
22.76,-.5633665E-03
22.77,-.7071623E-03
22.78,-.6545802E-03
22.79,-.4218704E-03
22.8,-.1483558E-03
22.81,.2814035E-05
22.82,-.3058904E-04
22.83,-.1670605E-03
22.84,-.3231391E-03
22.85,-.4442414E-03
22.86,-.3592871E-03
22.87,.4580585E-04
22.88,.6171477E-03
22.89,.1008575E-02
22.9,.1063674E-02
22.91,.8587212E-03
22.92,.4326926E-03
22.93,-.9114046E-04
22.94,-.5455839E-03
22.95,-.7609622E-03
22.96,-.6947574E-03
22.97,-.5134428E-03
22.98,-.4282907E-03
22.99,-.4200744E-03
23,-.2114686E-03
23.01,.1858094E-03
23.02,.3027635E-03
23.03,-.7365708E-04
23.04,-.5812581E-03
23.05,-.6521293E-03
23.06,-.2186536E-03
23.07,.3962727E-03
23.08,.7580126E-03
23.09,.6399193E-03
23.1,.2144234E-03
23.11,-.2620692E-03
23.12,-.6732889E-03
23.13,-.8929002E-03
23.14,-.7549189E-03
23.15,-.3708909E-03
23.16,-.1522681E-04
23.17,.5090076E-04
23.18,-.1733590E-03
23.19,-.4664043E-03
23.2,-.4680017E-03
23.21,.7962221E-04
23.22,.8840497E-03
23.23,.1375900E-02
23.24,.1241693E-02
23.25,.6550987E-03
23.26,.3397213E-04
23.27,-.3311170E-03
23.28,-.4472108E-03
23.29,-.4669909E-03
23.3,-.4527065E-03
23.31,-.4275917E-03
23.32,-.3964755E-03
23.33,-.1811765E-03
23.34,.3097661E-03
23.35,.7012553E-03
23.36,.6992057E-03
23.37,.4133532E-03
23.38,.1290918E-03
23.39,.1659405E-04
23.4,.4726209E-04
23.41,.6068091E-04
23.42,-.7573075E-04
23.43,-.3061323E-03
23.44,-.4765842E-03
23.45,-.5298954E-03
23.46,-.5014656E-03
23.47,-.5518751E-03
23.48,-.9543481E-03
23.49,-.1431201E-02
23.5,-.1434866E-02
23.51,-.9303871E-03
23.52,-.2506103E-03
23.53,.1851136E-03
23.54,.4106563E-04
23.55,-.5478587E-03
23.56,-.1136963E-02
23.57,-.1255960E-02
23.58,-.8729558E-03
23.59,-.4566559E-03
23.6,-.5129910E-03
23.61,-.8882162E-03
23.62,-.9225959E-03
23.63,-.4060741E-03
23.64,.1422326E-03
23.65,.1673985E-03
23.66,-.2621066E-03
23.67,-.5774816E-03
23.68,-.4300647E-03
23.69,.1011780E-04
23.7,.2068359E-03
23.71,-.9908742E-04
23.72,-.6868398E-03
23.73,-.9793270E-03
23.74,-.6575428E-03
23.75,-.1008763E-03
23.76,.1539730E-04
23.77,-.4335144E-03
23.78,-.1038294E-02
23.79,-.1381799E-02
23.8,-.1313938E-02
23.81,-.8275911E-03
23.82,-.1356592E-03
23.83,.5118936E-03
23.84,.1009110E-02
23.85,.1270231E-02
23.86,.1104589E-02
23.87,.6169222E-03
23.88,.9623616E-04
23.89,-.1588156E-03
23.9,.5814341E-05
23.91,.3061781E-03
23.92,.2747128E-03
23.93,-.1699783E-03
23.94,-.7322737E-03
23.95,-.9575524E-03
23.96,-.7282190E-03
23.97,-.3477399E-03
23.98,-.2098304E-03
23.99,-.2792193E-03
24,-.8432035E-04
24.01,.5539155E-03
24.02,.1274056E-02
24.03,.1588755E-02
24.04,.1323509E-02
24.05,.7111031E-03
24.06,.8315029E-04
24.07,-.2308474E-03
24.08,-.1252692E-03
24.09,.1719171E-03
24.1,.2823614E-03
24.11,.1072266E-04
24.12,-.4724897E-03
24.13,-.7555320E-03
24.14,-.6541879E-03
24.15,-.3453537E-03
24.16,-.9487440E-04
24.17,-.1030710E-04
24.18,-.2032702E-04
24.19,-.3618965E-06
24.2,.1018070E-03
24.21,.2305470E-03
24.22,.2790636E-03
24.23,.1292813E-03
24.24,-.2186062E-03
24.25,-.6709987E-03
24.26,-.9942451E-03
24.27,-.7876091E-03
24.28,-.8360614E-04
24.29,.7043817E-03
24.3,.1081003E-02
24.31,.7119125E-03
24.32,-.2969157E-04
24.33,-.5960553E-03
24.34,-.7356399E-03
24.35,-.5743209E-03
24.36,-.2523484E-03
24.37,.2479881E-03
24.38,.7517465E-03
24.39,.8141635E-03
24.4,.3458849E-03
24.41,-.3024635E-03
24.42,-.7796090E-03
24.43,-.9920189E-03
24.44,-.1032461E-02
24.45,-.9977142E-03
24.46,-.9088114E-03
24.47,-.7464014E-03
24.48,-.5280882E-03
24.49,-.2332029E-03
24.5,.1387289E-03
24.51,.5236485E-03
24.52,.8671266E-03
24.53,.1105095E-02
24.54,.1038365E-02
24.55,.6512801E-03
24.56,.1020655E-03
24.57,-.4278480E-03
24.58,-.6789505E-03
24.59,-.5290549E-03
24.6,-.1082293E-03
24.61,.4313126E-03
24.62,.7286666E-03
24.63,.6059637E-03
24.64,.2316581E-03
24.65,-.1502347E-03
24.66,-.4170215E-03
24.67,-.7206447E-03
24.68,-.1229076E-02
24.69,-.1823178E-02
24.7,-.1976448E-02
24.71,-.1208432E-02
24.72,.2502354E-04
24.73,.7432759E-03
24.74,.6563424E-03
24.75,.2124770E-03
24.76,-.6021845E-04
24.77,.1950433E-04
24.78,.2564281E-03
24.79,.3610741E-03
24.8,.5253997E-03
24.81,.9694860E-03
24.82,.1467379E-02
24.83,.1495623E-02
24.84,.9886697E-03
24.85,.2824042E-03
24.86,-.1720092E-03
24.87,-.4812696E-04
24.88,.4871389E-03
24.89,.1046364E-02
24.9,.1307337E-02
24.91,.1270202E-02
24.92,.1231782E-02
24.93,.1374028E-02
24.94,.1559024E-02
24.95,.1539769E-02
24.96,.1300683E-02
24.97,.1028379E-02
24.98,.8986014E-03
24.99,.9134676E-03
25,.9706570E-03
25.01,.9818434E-03
25.02,.9127762E-03
25.03,.7749265E-03
25.04,.6288376E-03
25.05,.6181213E-03
25.06,.7833530E-03
25.07,.8962846E-03
25.08,.7915382E-03
25.09,.5372501E-03
25.1,.3036612E-03
25.11,.1775962E-03
25.12,.1476796E-03
25.13,.1763815E-03
25.14,.2119567E-03
25.15,.2194351E-03
25.16,.2046746E-03
25.17,.3370606E-03
25.18,.8071445E-03
25.19,.1223329E-02
25.2,.1164293E-02
25.21,.7145546E-03
25.22,.2859610E-03
25.23,.1461599E-03
25.24,.2646486E-03
25.25,.5008649E-03
25.26,.7146370E-03
25.27,.8403634E-03
25.28,.8975214E-03
25.29,.8588659E-03
25.3,.5888205E-03
25.31,.1200017E-03
25.32,-.3674274E-03
25.33,-.5356337E-03
25.34,-.2442799E-03
25.35,.2814533E-03
25.36,.6573990E-03
25.37,.5567023E-03
25.38,.6533104E-04
25.39,-.4469244E-03
25.4,-.5771761E-03
25.41,-.2804848E-03
25.42,.1784333E-03
25.43,.4699309E-03
25.44,.3633177E-03
25.45,-.4488611E-04
25.46,-.4703147E-03
25.47,-.6523535E-03
25.48,-.4974165E-03
25.49,-.6706138E-04
25.5,.4215279E-03
25.51,.6471023E-03
25.52,.4581358E-03
25.53,.3577554E-04
25.54,-.3793826E-03
25.55,-.6952767E-03
25.56,-.9308653E-03
25.57,-.1007387E-02
25.58,-.7703650E-03
25.59,-.3117906E-03
25.6,.1897334E-03
25.61,.6311368E-03
25.62,.7685945E-03
25.63,.4456745E-03
25.64,-.1330966E-03
25.65,-.6153337E-03
25.66,-.6690923E-03
25.67,-.3590014E-03
25.68,-.9083908E-04
25.69,-.1070315E-03
25.7,-.3132426E-03
25.71,-.4983986E-03
25.72,-.5161055E-03
25.73,-.2539072E-03
25.74,.2120298E-03
25.75,.5663766E-03
25.76,.5287475E-03
25.77,-.1306323E-04
25.78,-.8035741E-03
25.79,-.1404669E-02
25.8,-.1545848E-02
25.81,-.1107185E-02
25.82,-.3436414E-03
25.83,.2880395E-03
25.84,.5839760E-03
25.85,.6597636E-03
25.86,.6670691E-03
25.87,.6000122E-03
25.88,.3671300E-03
25.89,.7885661E-05
25.9,-.3699011E-03
25.91,-.6950618E-03
25.92,-.9687531E-03
25.93,-.1136093E-02
25.94,-.1092092E-02
25.95,-.8976900E-03
25.96,-.6904637E-03
25.97,-.5521434E-03
25.98,-.4773148E-03
25.99,-.4134664E-03
26,-.3161395E-03
26.01,-.1499210E-03
26.02,.1044405E-03
26.03,.4067666E-03
26.04,.6511201E-03
26.05,.6378434E-03
26.06,.3505817E-03
26.07,-.2545288E-04
26.08,-.3083809E-03
26.09,-.4454015E-03
26.1,-.3764344E-03
26.11,-.1293219E-03
26.12,.1325346E-03
26.13,.2542790E-03
26.14,.2380392E-03
26.15,.1822698E-03
26.16,.1402728E-03
26.17,.9590617E-04
26.18,.3761536E-04
26.19,-.1951081E-04
26.2,-.1133780E-04
26.21,.9593040E-04
26.22,.3847229E-03
26.23,.8782998E-03
26.24,.1293334E-02
26.25,.1141426E-02
26.26,.4457301E-03
26.27,-.3596452E-03
26.28,-.9245225E-03
26.29,-.1089655E-02
26.3,-.9413816E-03
26.31,-.5733361E-03
26.32,-.8693448E-04
26.33,.3971511E-03
26.34,.7422273E-03
26.35,.6680185E-03
26.36,.1748681E-03
26.37,-.4616276E-03
26.38,-.9918607E-03
26.39,-.1294995E-02
26.4,-.1400280E-02
26.41,-.1277455E-02
26.42,-.7933801E-03
26.43,-.7377136E-04
26.44,.5116698E-03
26.45,.5877532E-03
26.46,.2526834E-03
26.47,-.1415932E-03
26.48,-.3147882E-03
26.49,-.2149253E-03
26.5,.3522523E-05
26.51,.1444403E-03
26.52,.1100804E-03
26.53,-.4650282E-04
26.54,-.2144242E-03
26.55,-.2941431E-03
26.56,-.2307054E-03
26.57,-.9567986E-04
26.58,-.2844007E-04
26.59,-.7898258E-04
26.6,-.1922835E-03
26.61,-.2555873E-03
26.62,-.1924662E-03
26.63,-.3818022E-04
26.64,.1261246E-03
26.65,.2337649E-03
26.66,.1581204E-03
26.67,-.1258174E-03
26.68,-.4836226E-03
26.69,-.6516021E-03
26.7,-.4479125E-03
26.71,-.1349291E-04
26.72,.3084970E-03
26.73,.3090042E-03
26.74,.6449291E-04
26.75,-.2149620E-03
26.76,-.3777890E-03
26.77,-.3920571E-03
26.78,-.3318608E-03
26.79,-.2851266E-03
26.8,-.2829801E-03
26.81,-.3128741E-03
26.82,-.3471569E-03
26.83,-.3652005E-03
26.84,-.3550605E-03
26.85,-.3200601E-03
26.86,-.2773273E-03
26.87,-.2746754E-03
26.88,-.3765793E-03
26.89,-.5608512E-03
26.9,-.7039510E-03
26.91,-.6133401E-03
26.92,-.2864378E-03
26.93,.1078596E-03
26.94,.3244282E-03
26.95,.2485355E-03
26.96,.5587568E-05
26.97,-.2177104E-03
26.98,-.3275373E-03
26.99,-.3189674E-03
27,-.2480683E-03
27.01,-.1842349E-03
27.02,-.1538681E-03
27.03,-.1486098E-03
27.04,-.1525485E-03
27.05,-.1599119E-03
27.06,-.1267075E-03
27.07,.3356178E-04
27.08,.2959698E-03
27.09,.4748374E-03
27.1,.4616204E-03
27.11,.3259217E-03
27.12,.1910818E-03
27.13,.1237130E-03
27.14,.1330172E-03
27.15,.2250527E-03
27.16,.3647163E-03
27.17,.4979807E-03
27.18,.5791535E-03
27.19,.5493329E-03
27.2,.3807813E-03
27.21,.1413335E-03
27.22,-.8222918E-04
27.23,-.2545996E-03
27.24,-.3679390E-03
27.25,-.3299681E-03
27.26,-.1253000E-03
27.27,.1263299E-03
27.28,.2492491E-03
27.29,.1966712E-03
27.3,.6553762E-04
27.31,-.2452582E-04
27.32,-.1435792E-04
27.33,.6667610E-04
27.34,.1532815E-03
27.35,.2035777E-03
27.36,.2170515E-03
27.37,.2172824E-03
27.38,.2245537E-03
27.39,.2369624E-03
27.4,.2460322E-03
27.41,.2496561E-03
27.42,.2533576E-03
27.43,.2849949E-03
27.44,.3562485E-03
27.45,.4471778E-03
27.46,.5211571E-03
27.47,.4702688E-03
27.48,.2582466E-03
27.49,-.2429337E-04
27.5,-.2365075E-03
27.51,-.2945720E-03
27.52,-.2012701E-03
27.53,-.3992783E-04
27.54,.9660736E-04
27.55,.1741082E-03
27.56,.2060831E-03
27.57,.1253432E-03
27.58,-.1307427E-03
27.59,-.4886317E-03
27.6,-.8002163E-03
27.61,-.9456800E-03
27.62,-.8956675E-03
27.63,-.6191937E-03
27.64,-.2115529E-03
27.65,.1690208E-03
27.66,.3053534E-03
27.67,.1327548E-03
27.68,-.1767084E-03
27.69,-.3965610E-03
27.7,-.4134901E-03
27.71,-.2968202E-03
27.72,-.1808835E-03
27.73,-.1444602E-03
27.74,-.1809587E-03
27.75,-.2416232E-03
27.76,-.2919733E-03
27.77,-.3219022E-03
27.78,-.3354290E-03
27.79,-.3157769E-03
27.8,-.2415800E-03
27.81,-.1696133E-03
27.82,-.2016090E-03
27.83,-.3367958E-03
27.84,-.4983579E-03
27.85,-.6216099E-03
27.86,-.6940176E-03
27.87,-.6657895E-03
27.88,-.4587940E-03
27.89,-.1300911E-03
27.9,.1935015E-03
27.91,.3541015E-03
27.92,.3216998E-03
27.93,.2128541E-03
27.94,.1478622E-03
27.95,.1639404E-03
27.96,.2253363E-03
27.97,.2787910E-03
27.98,.2943261E-03
27.99,.2596906E-03
28,.1948472E-03
28.01,.1596692E-03
28.02,.1832997E-03
28.03,.2377242E-03
28.04,.2614949E-03
28.05,.2292391E-03
28.06,.1841917E-03
28.07,.1875646E-03
28.08,.2260594E-03
28.09,.2445527E-03
28.1,.2228640E-03
28.11,.1810769E-03
28.12,.1603136E-03
28.13,.1775053E-03
28.14,.2164653E-03
28.15,.2534869E-03
28.16,.2738352E-03
28.17,.2734492E-03
28.18,.2622906E-03
28.19,.2534958E-03
28.2,.2430648E-03
28.21,.2104024E-03
28.22,.1549554E-03
28.23,.9427992E-04
28.24,.6593728E-04
28.25,.8732570E-04
28.26,.1354353E-03
28.27,.1694687E-03
28.28,.1297987E-03
28.29,.8923434E-05
28.3,-.1427751E-03
28.31,-.2885801E-03
28.32,-.4372860E-03
28.33,-.5982312E-03
28.34,-.7668439E-03
28.35,-.8676706E-03
28.36,-.8002110E-03
28.37,-.6045035E-03
28.38,-.3824963E-03
28.39,-.1834480E-03
28.4,-.6177913E-05
28.41,.1760389E-03
28.42,.3756981E-03
28.43,.4468162E-03
28.44,.2839041E-03
28.45,-.2219297E-04
28.46,-.3169372E-03
28.47,-.4653723E-03
28.48,-.4551966E-03
28.49,-.3431287E-03
28.5,-.1879669E-03
28.51,-.4721835E-04
28.52,.5402521E-04
28.53,.1021758E-03
28.54,.1075472E-03
28.55,.1052389E-03
28.56,.7147980E-04
28.57,-.6396854E-04
28.58,-.2776189E-03
28.59,-.4073702E-03
28.6,-.3298625E-03
28.61,-.1093572E-03
28.62,.1185881E-03
28.63,.2739276E-03
28.64,.3508369E-03
28.65,.3884733E-03
28.66,.4178445E-03
28.67,.4359087E-03
28.68,.4452341E-03
28.69,.4536437E-03
28.7,.4906609E-03
28.71,.6022637E-03
28.72,.7717343E-03
28.73,.9443480E-03
28.74,.1065303E-02
28.75,.1126760E-02
28.76,.1120807E-02
28.77,.1021249E-02
28.78,.8667878E-03
28.79,.7594874E-03
28.8,.7874328E-03
28.81,.9160665E-03
28.82,.1054140E-02
28.83,.1118981E-02
28.84,.1058280E-02
28.85,.9132050E-03
28.86,.7593954E-03
28.87,.6155424E-03
28.88,.4687962E-03
28.89,.3423080E-03
28.9,.3176855E-03
28.91,.3987632E-03
28.92,.4831618E-03
28.93,.4256688E-03
28.94,.2127888E-03
28.95,-.4502046E-04
28.96,-.1683687E-03
28.97,-.9599054E-04
28.98,.7498980E-04
28.99,.2229252E-03
29,.2967411E-03
29.01,.2996135E-03
29.02,.2441639E-03
29.03,.1716530E-03
29.04,.1194375E-03
29.05,.9525007E-04
29.06,.7079768E-04
29.07,-.6250089E-05
29.08,-.1442432E-03
29.09,-.3091716E-03
29.1,-.4724598E-03
29.11,-.6290175E-03
29.12,-.7425424E-03
29.13,-.7100210E-03
29.14,-.5329408E-03
29.15,-.3098245E-03
29.16,-.1300903E-03
29.17,-.5855124E-04
29.18,-.9133861E-04
29.19,-.1551527E-03
29.2,-.1852179E-03
29.21,-.1841732E-03
29.22,-.2075070E-03
29.23,-.2780828E-03
29.24,-.3799678E-03
29.25,-.4893832E-03
29.26,-.5920556E-03
29.27,-.6794327E-03
29.28,-.7339709E-03
29.29,-.7580675E-03
29.3,-.7650100E-03
29.31,-.6932696E-03
29.32,-.4987512E-03
29.33,-.2329523E-03
29.34,.2656496E-04
29.35,.2236994E-03
29.36,.3606962E-03
29.37,.4680679E-03
29.38,.4670921E-03
29.39,.3175332E-03
29.4,.1161053E-03
29.41,-.2922600E-04
29.42,-.9980934E-04
29.43,-.1373156E-03
29.44,-.1485080E-03
29.45,-.1247430E-03
29.46,-.8730931E-04
29.47,-.7032128E-04
29.48,-.9278220E-04
29.49,-.2208614E-03
29.5,-.4696570E-03
29.51,-.6811768E-03
29.52,-.4876560E-03
29.53,.1483324E-03
29.54,.7332977E-03
29.55,.8960367E-03
29.56,.7077639E-03
29.57,.4217739E-03
29.58,.2342435E-03
29.59,.1845533E-03
29.6,.1767543E-03
29.61,.1103178E-03
29.62,-.3819239E-04
29.63,-.2327061E-03
29.64,-.4140717E-03
29.65,-.4573665E-03
29.66,-.3274829E-03
29.67,-.1253985E-03
29.68,.4374626E-04
29.69,.1145151E-03
29.7,.2845022E-04
29.71,-.1712588E-03
29.72,-.3814921E-03
29.73,-.5372479E-03
29.74,-.6330831E-03
29.75,-.6170335E-03
29.76,-.4499459E-03
29.77,-.2040100E-03
29.78,.2557221E-04
29.79,.1810864E-03
29.8,.1911027E-03
29.81,.6904272E-04
29.82,-.8607337E-04
29.83,-.1949320E-03
29.84,-.2487376E-03
29.85,-.2877973E-03
29.86,-.3497603E-03
29.87,-.4437933E-03
29.88,-.5316898E-03
29.89,-.5294891E-03
29.9,-.4268283E-03
29.91,-.3065918E-03
29.92,-.2855413E-03
29.93,-.3806120E-03
29.94,-.5206422E-03
29.95,-.6347866E-03
29.96,-.7015800E-03
29.97,-.7406516E-03
29.98,-.7819910E-03
29.99,-.8136524E-03
30,-.7348142E-03
30.01,-.5191919E-03
30.02,-.2468025E-03
30.03,-.1689218E-04
30.04,.1390703E-03
30.05,.2578588E-03
30.06,.3765109E-03
30.07,.4195628E-03
30.08,.3369198E-03
30.09,.1832558E-03
30.1,.3468530E-04
30.11,-.8169296E-04
30.12,-.1841982E-03
30.13,-.2927340E-03
30.14,-.3794395E-03
30.15,-.4227715E-03
30.16,-.4381902E-03
30.17,-.4182502E-03
30.18,-.3386346E-03
30.19,-.2174426E-03
30.2,-.9097857E-04
30.21,.1946529E-04
30.22,.1142096E-03
30.23,.2059400E-03
30.24,.3049796E-03
30.25,.3976466E-03
30.26,.4572379E-03
30.27,.4852144E-03
30.28,.4622794E-03
30.29,.3480902E-03
30.3,.1692079E-03
30.31,.1190781E-04
30.32,-.3700427E-04
30.33,.8434178E-05
30.34,.1087076E-03
30.35,.2380653E-03
30.36,.3675075E-03
30.37,.4792239E-03
30.38,.5513708E-03
30.39,.5812146E-03
30.4,.5699193E-03
30.41,.4855575E-03
30.42,.3421309E-03
30.43,.1901464E-03
30.44,.1037495E-03
30.45,.1174980E-03
30.46,.1847354E-03
30.47,.2408980E-03
30.48,.2575559E-03
30.49,.2450265E-03
30.5,.2242693E-03
30.51,.2117131E-03
30.52,.2126893E-03
30.53,.2221616E-03
30.54,.2361916E-03
30.55,.2614627E-03
30.56,.2978946E-03
30.57,.3196808E-03
30.58,.2875388E-03
30.59,.2095533E-03
30.6,.1218559E-03
30.61,.5371196E-04
30.62,.4119189E-04
30.63,.9860224E-04
30.64,.1898085E-03
30.65,.2711117E-03
30.66,.3246053E-03
30.67,.3483005E-03
30.68,.3509857E-03
30.69,.3518865E-03
30.7,.3642050E-03
30.71,.3878307E-03
30.72,.4146020E-03
30.73,.4355995E-03
30.74,.4437411E-03
30.75,.4408280E-03
30.76,.4349356E-03
30.77,.4324396E-03
30.78,.4306974E-03
30.79,.3933475E-03
30.8,.2975438E-03
30.81,.1608052E-03
30.82,-.3287066E-05
30.83,-.1805191E-03
30.84,-.3159469E-03
30.85,-.3168258E-03
30.86,-.1986598E-03
30.87,-.5212585E-04
30.88,.5421594E-04
30.89,.1117789E-03
30.9,.1338746E-03
30.91,.1273138E-03
30.92,.1131962E-03
30.93,.1105646E-03
30.94,.1223245E-03
30.95,.1390626E-03
30.96,.1435029E-03
30.97,.7608360E-04
30.98,-.8385606E-04
30.99,-.2839229E-03
31,-.4388727E-03
31.01,-.5157407E-03
31.02,-.5504071E-03
31.03,-.5804376E-03
31.04,-.5855211E-03
31.05,-.5513056E-03
31.06,-.4953528E-03
31.07,-.4403881E-03
31.08,-.3953353E-03
31.09,-.3591936E-03
31.1,-.3314180E-03
31.11,-.3069278E-03
31.12,-.2807827E-03
31.13,-.2599359E-03
31.14,-.2517586E-03
31.15,-.2528781E-03
31.16,-.2544049E-03
31.17,-.2415395E-03
31.18,-.2100426E-03
31.19,-.1718758E-03
31.2,-.1607321E-03
31.21,-.2038430E-03
31.22,-.2836688E-03
31.23,-.3654335E-03
31.24,-.4312830E-03
31.25,-.5046266E-03
31.26,-.6152110E-03
31.27,-.7580901E-03
31.28,-.8889185E-03
31.29,-.9164057E-03
31.3,-.8083358E-03
31.31,-.6230616E-03
31.32,-.4430034E-03
31.33,-.3075398E-03
31.34,-.2172114E-03
31.35,-.2518379E-03
31.36,-.4558282E-03
31.37,-.7447935E-03
31.38,-.9842052E-03
31.39,-.1069242E-02
31.4,-.1032087E-02
31.41,-.9107788E-03
31.42,-.6313647E-03
31.43,-.2162241E-03
31.44,.2312136E-03
31.45,.5272452E-03
31.46,.4657722E-03
31.47,.1387550E-03
31.48,-.2161145E-03
31.49,-.4419277E-03
31.5,-.5072511E-03
31.51,-.4903740E-03
31.52,-.4973528E-03
31.53,-.5682010E-03
31.54,-.5831651E-03
31.55,-.4151950E-03
31.56,-.1028362E-03
31.57,.2141228E-03
31.58,.3757234E-03
31.59,.3661080E-03
31.6,.2938671E-03
31.61,.2245391E-03
31.62,.1321060E-03
31.63,.5298701E-05
31.64,-.1372660E-03
31.65,-.2361530E-03
31.66,-.2514898E-03
31.67,-.2143928E-03
31.68,-.1699811E-03
31.69,-.1423950E-03
31.7,-.1317263E-03
31.71,-.1244872E-03
31.72,-.1084727E-03
31.73,-.8063744E-04
31.74,-.4064991E-04
31.75,.2235727E-04
31.76,.1071556E-03
31.77,.1985106E-03
31.78,.2836395E-03
31.79,.3478103E-03
31.8,.3628441E-03
31.81,.3342501E-03
31.82,.2948216E-03
31.83,.2697386E-03
31.84,.2659662E-03
31.85,.2912582E-03
31.86,.3394056E-03
31.87,.3907595E-03
31.88,.4316820E-03
31.89,.4551399E-03
31.9,.4066439E-03
31.91,.2565608E-03
31.92,.5324001E-04
31.93,-.1390144E-03
31.94,-.2723699E-03
31.95,-.2945885E-03
31.96,-.1537944E-03
31.97,.9367249E-04
31.98,.3439819E-03
31.99,.5404106E-03
32,.6855614E-03
32.01,.7517572E-03
32.02,.7283568E-03
32.03,.6688430E-03
32.04,.6271896E-03
32.05,.5991091E-03
32.06,.5500420E-03
32.07,.4709741E-03
32.08,.4044036E-03
32.09,.3991891E-03
32.1,.4445357E-03
32.11,.4927915E-03
32.12,.4937053E-03
32.13,.4427339E-03
32.14,.3734846E-03
32.15,.3178819E-03
32.16,.2846737E-03
32.17,.2634803E-03
32.18,.2400027E-03
32.19,.2153199E-03
32.2,.2194010E-03
32.21,.2621288E-03
32.22,.3232869E-03
32.23,.3799310E-03
32.24,.4238497E-03
32.25,.4576821E-03
32.26,.4655134E-03
32.27,.4374345E-03
32.28,.3910343E-03
32.29,.3485787E-03
32.3,.3187100E-03
32.31,.2966362E-03
32.32,.2745951E-03
32.33,.2479387E-03
32.34,.2141235E-03
32.35,.1513554E-03
32.36,.4329885E-04
32.37,-.6339546E-04
32.38,-.6560858E-04
32.39,.5087408E-04
32.4,.2129679E-03
32.41,.3104565E-03
32.42,.2512334E-03
32.43,.7684959E-04
32.44,-.1093407E-03
32.45,-.2446044E-03
32.46,-.3429830E-03
32.47,-.4461701E-03
32.48,-.5597529E-03
32.49,-.4976861E-03
32.5,-.9939736E-04
32.51,.4884996E-03
32.52,.9073667E-03
32.53,.9986643E-03
32.54,.8470660E-03
32.55,.5859489E-03
32.56,.3493465E-03
32.57,.1844126E-03
32.58,.3480701E-04
32.59,-.1595686E-03
32.6,-.3968781E-03
32.61,-.6164177E-03
32.62,-.7349375E-03
32.63,-.6548191E-03
32.64,-.4213843E-03
32.65,-.1612328E-03
32.66,.3807801E-04
32.67,.1198827E-03
32.68,.7081045E-04
32.69,-.3055726E-04
32.7,-.7677578E-04
32.71,-.3022185E-04
32.72,.6576550E-04
32.73,.1507226E-03
32.74,.1959799E-03
32.75,.1977688E-03
32.76,.1370620E-03
32.77,.2548746E-04
32.78,-.9587799E-04
32.79,-.1866100E-03
32.8,-.1923983E-03
32.81,-.1136897E-03
32.82,-.1391476E-04
32.83,-.1085230E-05
32.84,-.1309168E-03
32.85,-.3384303E-03
32.86,-.5090421E-03
32.87,-.5917135E-03
32.88,-.6183935E-03
32.89,-.6221531E-03
32.9,-.5525807E-03
32.91,-.3941253E-03
32.92,-.2025320E-03
32.93,-.1008362E-03
32.94,-.1785068E-03
32.95,-.3732395E-03
32.96,-.5681349E-03
32.97,-.7010136E-03
32.98,-.7850281E-03
32.99,-.8642603E-03
33,-.9631246E-03
33.01,-.1012203E-02
33.02,-.9384541E-03
33.03,-.7790144E-03
33.04,-.6426498E-03
33.05,-.6000264E-03
33.06,-.6264240E-03
33.07,-.6579758E-03
33.08,-.6541506E-03
33.09,-.6158766E-03
33.1,-.5670241E-03
33.11,-.5287527E-03
33.12,-.5068122E-03
33.13,-.4712999E-03
33.14,-.3330023E-03
33.15,-.7547197E-04
33.16,.1498315E-03
33.17,.1228597E-03
33.18,-.1368325E-03
33.19,-.4573298E-03
33.2,-.6950227E-03
33.21,-.8101121E-03
33.22,-.8619836E-03
33.23,-.9309018E-03
33.24,-.1036195E-02
33.25,-.1021257E-02
33.26,-.7913437E-03
33.27,-.4321949E-03
33.28,-.7272303E-04
33.29,.2194978E-03
33.3,.3723758E-03
33.31,.3130096E-03
33.32,.1248856E-03
33.33,-.5151950E-04
33.34,-.1209263E-03
33.35,-.9139572E-04
33.36,-.4091333E-04
33.37,-.5079156E-04
33.38,-.1512038E-03
33.39,-.3031098E-03
33.4,-.4327336E-03
33.41,-.3552068E-03
33.42,.4359363E-05
33.43,.3569297E-03
33.44,.3645106E-03
33.45,.4964932E-04
33.46,-.3111497E-03
33.47,-.4427933E-03
33.48,-.3247816E-03
